22/09/2023 15:40 ES
codigo,patente,tipo_vehiculo,forma_pago,pais_cabina,distancia
878723883,VDA6403,2,2,3,230
895317553,8467JXB,0,2,2,340
698647913,KB340FL,1,1,4,120
734780086,3168ILH,1,2,2,170
507964957,6200BJS,0,1,4,340
720344735,TJX6708,2,2,2,140
211369124,LK47581,2,2,2,350
713438544,PY53199,0,2,4,140
774786472,XPJ0Z90,2,1,4,230
214493147,YDDG930,2,1,0,200
881894081,QC14857,1,2,0,190
980652968,HUXZ824,0,1,3,370
585274835,VTBT64,0,1,3,100
795956051,BO192ZD,0,2,2,100
305234053,JM58023,2,2,3,280
434605718,AN01333,0,1,1,370
86112731,TGSX263,0,2,2,20
781660519,0491RYV,1,1,0,200
65192141,YVUF089,2,2,3,440
484743302,DS71302,1,1,2,100
224601127,OO27366,0,1,2,500
229790721,CSV3Y45,1,1,2,60
857890574,SQDH40,0,1,3,240
154388556,HDP1P23,1,2,2,460
522263417,CPZ8G20,2,1,2,270
297490870,7192JDS,0,2,2,480
130252770,BV254EU,2,1,1,0
596647126,BEA7C47,2,1,3,150
704431775,KW114MQ,0,1,3,180
143510597,CWL8U45,1,2,4,40
282190081,7589COL,1,2,4,50
701488029,QBL7303,0,2,4,470
594714419,TNE0M86,2,1,3,210
327392144,WQ31781,1,2,0,400
497385773,ZC125ML,2,1,4,250
79234449,3054QIP,2,1,2,380
311716139,VXBZ72,0,1,0,270
601288323,RFC8050,1,2,4,340
812221267,PS002LQ,2,2,0,150
629125451,ZQS2N99,2,1,3,20
902121425,ATZD08,2,2,4,30
937677876,AUE8A09,1,2,4,150
115394926,QZFQ405,1,2,2,440
596047947,GH390DZ,1,1,1,190
566629924,8644ZBX,2,2,1,290
710241628,XLH8872,2,1,1,70
692050100,FI35789,2,2,3,390
50999854,VYTU79,0,2,2,340
827343852,VRZE205,0,2,1,460
80768117,8959FEG,2,1,2,80
959969712,0704PXN,2,1,3,340
840263012,OR32895,0,2,0,210
736029914,WFX5Y36,2,2,2,70
718853304,ETHJ30,1,1,3,80
156395296,NVD5817,2,1,4,330
11616157,3186EUJ,1,2,4,330
721801641,BEF2686,0,1,1,190
815112937,BAPR969,1,1,0,430
479487072,PX97920,2,2,1,250
629696106,JJYL59,1,2,1,480
901588825,1871EJH,0,1,3,130
900695964,PNHG03,0,2,4,130
303210955,BPUL75,0,1,0,320
280390606,VDAO592,1,2,3,120
24614575,GDW6901,1,2,0,50
800883943,PZ29709,0,1,2,190
254053069,8579FTZ,1,1,4,260
412353040,WN08029,1,2,4,310
945998783,RGWJ449,1,1,3,380
376026157,YDAC575,0,1,4,210
505529610,BOMT12,2,1,4,200
234732,XFSN713,0,1,0,270
423514694,QX558MA,1,1,4,460
638600752,AD801HQ,0,2,1,430
58296079,OUW8950,2,2,2,10
26451887,TCZ3704,0,2,1,230
551216637,HAYC44,0,2,4,110
755732053,EUN4V27,1,2,2,100
52506628,BU63422,0,1,1,460
69213015,YI872NM,1,2,2,410
624371553,HJ11837,0,2,4,10
679970776,CDX9C73,1,1,0,120
944015702,DJRZ94,0,2,3,350
905988726,DO450QT,0,1,0,380
166155681,VUKN035,0,2,1,270
452762420,TRS7G03,0,2,3,440
233437854,9862UAS,2,1,1,140
154766835,SN62385,0,1,0,400
14425783,KJ604FI,0,2,0,310
365420466,HK393MD,0,1,0,420
556858220,YZTB20,0,2,3,70
804736465,YOA4555,0,2,3,280
425154608,SQTQ99,0,2,0,10
705405480,JIKH457,0,1,4,0
839172062,QMLW136,0,1,4,170
856250928,CROB596,1,2,1,150
771699036,WS42353,1,1,2,10
234344928,FLYN21,0,2,1,20
750419609,5402QNP,2,1,3,400
763877120,RMNO88,2,1,2,100
273663214,XETN20,0,2,2,230
53366339,FF02887,0,2,4,260
890076829,RGNP600,2,2,1,100
96125266,XG46370,0,1,1,430
472335371,BTVY08,0,1,2,180
674711585,PPQY99,2,1,4,220
266737922,PSH4504,2,2,3,470
34263920,JEK1G45,2,2,3,480
686535233,HFP8Y73,1,2,2,180
287756851,MXBQ014,1,1,0,430
972880941,7278FKV,1,1,3,470
458334153,YN191TM,0,2,4,30
996208883,9001JYL,1,2,4,60
925690039,KTG6O78,1,1,3,320
102747541,EQ01403,0,2,3,460
221360131,KCIG33,1,1,0,300
564024872,PART74,2,1,0,490
992860034,VR085IJ,1,1,2,470
93801234,CVIR986,1,1,2,370
553848382,DBAH007,0,2,4,10
509028245,MEM2U66,0,2,3,100
483398769,0040JAQ,1,2,4,280
797769254,9026SKE,0,1,0,400
878960317,WBFK669,1,2,1,120
300240337,LYW3152,0,2,4,360
525704984,YCHF990,1,1,4,370
860541665,TPU7N09,2,1,0,90
835946078,KG61301,2,2,1,180
108096816,EGVP677,2,1,2,100
879378361,PUJ2709,2,2,0,450
555065248,RZP4X00,2,1,1,440
772649900,NBUW323,1,1,2,440
36084554,BRET80,0,2,1,110
673046729,PRLA76,0,2,3,140
796757136,TICL05,2,2,4,60
107638156,DCFH829,0,2,4,270
440736205,VEN5150,1,2,2,170
492481595,SP61152,0,2,1,420
833904798,MWF9P06,2,1,4,380
150808950,FG155SK,2,1,0,160
604258289,UYJ5L28,2,2,3,380
606327088,GQXN564,1,1,4,400
351622870,ELN0I19,1,2,2,230
744647524,EE218IR,1,2,1,350
116401502,OD084KL,2,1,1,490
858077203,HE405MM,1,2,4,480
479058660,OWJZ45,0,2,0,480
294066387,HOUO20,0,1,3,450
918956432,JMD7V20,2,2,0,410
97576212,UMFF83,1,1,4,10
144631698,NU214DA,0,1,0,410
645583150,QTM8I52,0,2,1,70
893577614,ENBR420,0,2,1,350
879169628,SQBM315,2,1,2,460
592964953,6888PMK,2,1,3,90
890334443,NXEB390,0,1,0,100
426380041,KALT299,0,2,1,410
556443188,DYXF63,1,2,2,300
194078275,JDS8058,1,1,0,40
230774815,NVK7851,1,1,4,20
581795055,SM874YY,2,1,3,410
361100202,9504TXX,0,1,4,100
621072774,KO348RS,1,2,2,60
705914586,HUJS014,1,2,3,140
830944755,IKW9050,1,2,2,200
889464237,AO92490,2,2,0,240
305641887,NWA6387,2,1,1,470
393380943,ZX25096,1,1,2,440
301786524,YDX2Z73,2,2,1,270
914911594,CF04512,2,1,3,0
869513040,YKZ5O08,0,1,2,120
596813879,CPT6G38,2,1,0,280
165968286,7439NVK,2,2,3,200
559854217,ZHTU39,2,2,0,340
30857282,0786GJL,2,2,3,500
527263497,VNGP96,1,1,2,380
924135483,ECQ1D50,0,1,1,140
394946535,AS76952,0,2,3,30
269702523,DCD6659,0,2,1,390
52627909,RS12937,1,2,3,30
881872579,KEFW59,0,1,3,320
985195697,JBY1A02,2,2,1,380
122499978,QJ13489,1,1,4,270
673409535,GUB4815,2,2,1,10
220471741,HIYW612,1,2,3,430
29735686,BTK9110,2,2,0,80
949300750,OGQD65,0,2,4,380
830975142,9823JLS,2,1,2,110
386799658,NN60338,1,1,1,430
344854717,OR814FC,0,1,2,410
394089632,8131LXP,0,1,3,480
522005615,CMY3100,2,2,1,110
405833521,OKGT77,1,1,3,360
850546191,BJS6P98,0,2,0,110
400547484,QGPU90,0,2,1,190
70480884,CUE9108,0,2,1,400
579614956,ZPYC04,2,1,0,320
127300374,TQ105QK,0,2,1,480
605694734,EDUS214,2,2,3,10
438421331,OB38801,2,2,3,460
855350733,JX485SM,2,2,4,160
998554523,KAP0O00,2,2,1,0
110474039,AIJ0030,2,1,1,250
152753770,JEWD401,0,2,3,90
288319466,1232TNY,0,1,0,200
848607525,3709NQK,0,1,1,180
910734720,LF410HP,0,2,3,170
367657205,IAZ2634,1,1,4,10
977860340,WLS2086,2,2,2,280
815157351,GE312MN,1,1,2,330
6274569,NWJ0464,2,2,3,100
327644223,TQ987UE,1,2,2,160
971644857,KGHU76,1,2,3,150
19157567,YZMJ205,1,2,0,220
164243915,XLR4Z22,0,2,2,20
322903087,SI65290,0,2,0,410
629644755,KPR6S15,1,1,0,200
800903132,WG08009,0,1,0,160
986399549,3011VMJ,0,2,1,480
403426536,4283OQQ,1,1,1,340
111503321,USQ2K19,0,1,0,20
210027651,0458BRJ,0,1,2,30
774101421,PY903JN,1,2,0,300
223939718,VKZS594,0,2,2,410
415635905,AQ206DR,0,2,4,470
352727345,TDOJ548,2,1,4,400
782479310,8975EMZ,2,2,4,70
658929195,PMGX480,2,1,1,380
897890036,BV011VS,0,1,3,430
814847300,GHZ4335,1,2,0,270
536349435,TAPW635,2,1,0,130
836441823,BEAL43,2,2,0,180
159555980,EJR1A15,2,2,1,260
668428748,SGCD22,1,1,4,440
878313307,YZ90450,0,2,3,120
184655213,9600UDW,2,1,3,250
994056730,0868KMI,2,2,2,380
640833034,8095HSQ,2,2,3,370
684359593,TU175IF,2,1,1,140
692506492,WY14251,0,2,1,390
413719555,0730MAI,2,2,3,370
155770666,4144EXZ,1,1,0,30
812479977,5428OBT,0,1,0,300
507607332,UA10675,2,2,1,490
325355993,UZQN008,2,1,2,460
680813741,HBU0L05,0,2,0,10
347235557,MSM0900,2,2,0,370
42858661,NVSN82,1,1,4,130
642360673,ABVO88,1,1,1,190
434235666,PNH5N19,1,2,2,70
860283571,KON4000,1,2,4,450
297733860,FPT5X08,0,1,3,460
60273345,EK635JS,1,2,0,80
486043748,GE000OC,0,2,3,160
205018735,DAU7366,2,1,0,500
45738630,WQ72405,1,1,4,370
128577447,YG60066,0,1,0,60
757223335,EOZS840,0,1,1,440
974586942,EUVP751,1,1,4,150
671621254,PJ77040,0,2,2,190
84762586,FQV0O48,1,1,4,220
670931737,AHR2K41,0,2,3,270
917883483,QP95003,0,2,4,470
256617861,GTIG96,2,2,1,70
188369129,XQHS415,1,1,3,160
145678252,KLJ3I50,2,1,2,450
776200808,EUP3017,2,1,0,320
293477575,1009NDJ,1,2,0,130
447747032,FINW39,1,1,2,120
895371247,LE11500,1,1,3,350
90191537,THOO970,0,1,0,460
394358181,EVKK618,1,1,3,500
377653168,GKQ1690,0,1,2,190
10366589,GE219WY,0,2,1,180
251290715,KTT7B03,0,1,3,150
334667484,CTY4159,2,1,1,470
808639326,YDK3L06,1,2,0,320
157664964,ZDN4894,1,2,1,450
675237488,UQB5P86,1,1,3,150
316438133,OGVG755,2,2,1,170
19171719,BS407IM,2,1,3,330
61424674,BUT3C22,0,2,0,350
788821101,XMZ0F54,1,1,1,140
39362529,PW441YG,2,1,0,130
335390680,EA091UG,2,1,1,300
403865008,NEUO25,2,2,2,330
252147260,KSV9006,1,1,4,10
795857784,5982DNP,2,2,4,440
440171785,RN29263,0,1,4,490
635413505,4115JAR,0,1,4,70
568126696,DL94492,0,2,4,240
243363756,CXPO262,1,1,3,460
72282462,RS440DL,1,2,0,420
352454834,UV99773,2,1,3,10
959784513,AW017KG,1,2,4,20
618637176,ST92863,1,1,2,200
618077367,OKX3982,0,2,3,180
46761888,OIF6730,1,1,0,270
100167921,RJPO445,0,1,4,140
332442856,KL054UL,2,1,4,220
872174789,LEL9S63,2,2,2,230
795622781,OV290VX,1,1,0,160
489861795,DEY0361,2,1,3,80
74764389,FR316PG,0,2,4,50
864125387,PWX5I90,0,2,0,490
453901240,ISUO15,0,2,4,470
628795044,NEEH14,0,2,0,260
249526366,JXCO316,0,2,1,480
454540435,NJMM135,1,1,0,500
436664441,XPN0I88,0,2,2,40
731311240,NSGG227,1,1,1,140
473812574,BDZ2X17,1,1,4,200
79727402,0684PSS,2,2,4,290
306180177,TQH5477,2,2,2,420
930444575,SS011NQ,1,1,4,260
243028815,VG042TO,1,2,0,20
622344350,CF31230,0,2,4,440
855037327,HI989DN,0,1,1,200
419557396,PRC0Y85,2,1,4,240
66635222,INDF24,0,2,1,110
982080617,UTC0G77,0,2,3,90
621884031,AH62406,2,1,3,70
24183618,ZY410WP,0,1,2,200
683625621,KOU2400,1,1,2,100
857897021,XNZ4220,0,1,0,20
750514965,LX105TE,2,1,2,240
909236612,WAU5G22,0,2,3,50
153418012,KOLM02,0,1,4,490
87374575,ETP0514,0,1,0,150
935571829,EME8D77,2,1,0,110
443142468,CZFN891,2,2,0,450
76457540,OJSC00,2,1,4,420
314332763,OUE0653,1,1,1,340
902864671,YVM1162,1,2,2,320
331272100,RVUA693,0,1,4,230
898713873,WSVO13,2,1,1,270
756337050,FT697IB,1,2,3,220
857745124,FP544XE,2,1,3,480
37874098,HJ03610,1,1,2,140
561391123,OIMI74,1,1,3,70
227190314,YPGI89,0,2,4,320
19468969,HVOP927,0,1,4,140
759594885,5039CMO,0,1,1,420
681116190,IQ30629,2,1,2,200
642969315,2002DVA,2,2,4,170
157062723,XHXR000,0,2,0,300
181067695,SNE4H23,1,2,1,160
395082263,HFOG529,0,1,3,390
260962063,LNBU25,0,1,2,40
394524170,3319LZW,2,2,0,250
665958829,YWP0S60,2,1,2,260
134160693,LV000VU,1,1,0,190
58410161,YOIK721,2,2,3,10
652694524,AI734JF,1,2,2,400
540725010,JQ00780,1,2,1,30
346664696,YLD9R14,0,1,4,470
186075392,2537PUU,2,2,1,410
920658814,UP004EK,2,1,4,260
474929982,LNN7O54,2,1,3,220
6616650,ORW3405,0,2,3,420
215220069,TCN9I31,2,2,1,270
90996598,NQF1795,2,2,3,370
322185966,RG384YB,0,1,0,250
404685482,WW70790,2,2,1,250
217251905,NXHS043,1,2,2,10
750474855,UB08428,2,1,1,500
279567717,MHIW04,1,2,1,20
739527501,RHUH904,1,2,3,20
182972913,OWM1828,2,2,2,230
790879080,AJVQ52,1,1,3,500
817468092,DIA9670,1,1,0,350
544579792,UXD6665,2,1,0,490
849133500,PN083MK,1,1,4,350
292959428,FEYH564,0,1,3,90
507919073,FNSU961,1,2,2,490
355856907,RL20881,2,1,3,270
661547967,ZA070QL,0,2,3,340
147845839,BQYH534,0,2,3,270
464604537,OTP7H18,2,1,4,220
548921073,BLY1A31,1,1,3,250
204881321,ZW164LV,1,1,0,30
99068763,QJJS52,0,1,1,370
784025271,IAG9686,0,2,2,230
336205839,PQW5394,2,1,4,320
255448885,FQ018LG,2,2,1,60
887200264,COQC66,1,2,1,140
777930256,VA956QS,2,1,2,450
881354056,JS093PT,2,1,4,480
362119055,HCJW70,0,2,0,500
568207769,VPH3061,0,2,0,240
427353358,PS590TP,1,1,2,220
304123963,SP506AG,1,1,1,450
880229131,RRP8O15,1,1,2,270
787336336,FEER944,1,1,1,0
114022295,DE029GD,0,1,3,270
194844609,4003ZWG,1,1,0,100
185335287,DQP4L07,0,1,0,320
363138716,GT78842,2,1,3,310
887972486,PJNH68,2,1,2,0
783895368,UWD0566,1,1,4,40
5441577,YN31979,2,2,0,500
248607827,XQ700LI,1,1,2,190
850590227,WSSL116,1,1,3,380
529691991,HH10484,0,2,0,430
471444541,3967TVK,1,1,3,380
138989782,KRQ4771,1,2,0,210
201781596,NX035HQ,1,1,0,460
7465213,0616BMZ,0,1,0,170
291590284,GUEJ61,1,1,4,70
754457637,WHJ4260,0,2,3,390
693626751,UR830ES,0,1,2,480
226600713,NZNH341,0,1,0,80
412165648,WGIY10,2,2,1,240
222416213,7459CCN,1,2,4,110
585360641,7027WAB,2,1,0,30
994232046,8242EOZ,0,2,3,150
553476572,JOG6X76,2,2,2,300
816931688,OORK58,1,2,2,50
427378858,SHG9H17,0,2,3,190
62333109,QVT8O64,2,1,0,380
616497446,5203MXA,2,1,1,80
22668219,DR06566,1,1,0,90
740029434,VS88586,0,1,2,350
981803482,NWGI821,0,2,2,430
712681913,QG64291,0,2,4,220
135378711,DGY6A34,1,1,0,90
181228282,HFH0371,2,1,2,490
720447751,TIB6R60,1,2,3,350
927793711,SHG6000,2,1,0,500
982511494,WH417WL,0,2,4,130
687148742,EVWA00,1,2,4,440
705295092,VDLA350,1,1,3,50
854719715,VBAQ04,1,1,4,310
535680637,BEW8673,2,2,0,150
207681896,CFG6T89,2,1,0,130
700046648,HRO0040,2,2,0,10
737896038,THPR37,0,1,0,300
439394551,CBGT82,0,2,3,380
794837920,HVK7155,2,1,0,430
875539548,5533YQV,2,2,2,280
269843380,XKI8Y93,1,1,4,250
179571920,QS520JD,1,2,3,250
925077995,FEFQ469,0,2,3,230
611478050,WW64903,2,2,2,320
7991871,3911UAD,0,1,3,90
987649256,JXGL81,0,1,0,130
47174310,SN51367,2,2,0,450
57379401,BE571UU,1,2,3,190
218375573,LGNH05,0,2,2,110
151354054,KZPF17,0,1,4,90
547716256,ASB5D07,2,1,2,140
976153829,UD045BD,0,2,1,140
75668681,ZLTF40,2,1,0,350
623754657,QP40990,2,1,2,230
820434075,ITDT99,2,1,0,480
632518262,EXUW503,0,2,1,260
619237427,RTJ9W45,0,1,0,460
334205171,EA219AU,1,1,0,30
449597612,7570EMK,1,2,4,290
142715648,KKD9249,2,2,2,380
335872221,ER063YJ,0,1,2,350
118050603,7148IUL,0,1,3,30
212691675,WF233EH,2,2,0,180
390885795,YGKA73,2,1,3,280
163492930,KPMS30,1,1,1,160
960803791,JK84432,1,1,3,170
999441917,ZYJ6M11,1,2,3,340
999580108,BIT7510,2,2,3,300
580855300,IOD3036,2,1,2,230
582037664,ND350XQ,0,2,3,480
164613191,XRS4184,2,2,1,470
639186812,0113CRU,2,1,1,320
690003292,ESGW12,1,2,0,250
142434731,BS253SU,2,1,2,140
617298719,PCGZ83,1,2,2,50
455762330,UL836PP,1,2,0,150
171196992,ZSNH902,2,1,1,310
691920102,AMI0F75,2,1,1,460
644278202,TK666EK,2,2,2,290
18339143,PCQN36,0,2,2,490
53251100,FV65691,1,2,0,220
114970908,VW00032,1,1,0,480
130004366,0909MCS,0,1,3,200
841385038,KZPZ094,1,1,1,250
291843276,ZO923KE,1,2,0,20
973262662,BITL506,0,2,4,280
188750077,EIRI529,0,1,2,450
654702557,TXPV03,2,1,2,320
91037555,DP782BN,2,2,3,370
554328750,XKCQ680,0,2,4,250
789520903,0289LJP,1,2,1,60
617688687,OAUZ594,0,1,0,50
512518699,SM40587,1,1,4,280
916604755,MVCV81,1,1,2,180
802009562,ER20035,2,2,1,390
60529547,ZOW0N28,0,1,2,360
782816001,8403NZF,1,2,0,330
887878837,WE354JK,1,2,1,310
518570251,6229BCF,0,1,0,380
311084122,XRB1H29,2,1,1,240
360323532,DSQZ009,0,2,2,0
791177154,CB550XD,0,2,2,350
257693484,GGSH106,1,2,3,10
480612766,VF844VD,2,2,1,460
397677830,DSFS91,2,1,4,220
314687292,LLR9202,0,1,3,100
340509679,YLQF451,2,2,0,270
917790666,DFC3C82,1,1,1,490
584934403,NKF6906,2,1,2,480
905263000,YTI0V89,0,2,0,140
253013666,ZPJY417,0,2,2,290
210903558,0324RBY,2,1,0,110
715493045,UO67254,1,2,0,440
836380946,FY340GQ,1,2,2,270
88669049,RW80157,0,1,3,310
290546553,CVDZ700,1,2,4,490
120330743,DOF3M41,1,2,4,490
151088491,2092ASM,0,2,3,110
418608822,6423HFW,0,2,4,490
142458250,FEAZ555,0,2,4,280
53720327,LR445EW,0,2,4,230
874938593,ORPY827,2,2,4,310
297161257,KQFN862,1,1,4,40
462897219,QQG2780,2,2,2,290
977581105,GB872HJ,0,2,2,400
996325191,ULLR105,1,1,3,230
670473254,GM61586,0,2,0,420
923547212,GCS4616,2,1,1,450
464631083,6953HIT,2,1,4,340
974965680,7217JSI,2,1,2,500
658662474,KCQ2Z52,1,1,0,400
200075991,NV60089,1,2,4,470
546490090,VBG8X49,1,2,3,70
722217975,XYZ5590,1,2,4,240
427958427,GSLT54,1,2,0,140
238891011,QDGD535,0,2,4,100
501849268,TQZV05,1,1,1,310
818190781,XSKX00,1,2,1,70
255820156,WVQQ06,1,1,2,250
579388772,IWEX164,1,2,2,270
228478440,5660FVB,1,1,1,0
873095814,FD327NL,0,1,3,0
656610623,QV416TQ,0,2,0,200
617901896,5410GLO,2,2,2,250
580625686,RI23411,1,1,0,480
121655082,LTR3K72,1,2,1,320
718220212,JL21039,2,1,1,150
813393471,WAEN942,0,2,1,110
905576106,JHN8Y91,2,2,0,370
625147301,2053DLV,2,2,4,490
452076212,DHE0909,1,2,2,470
846071310,PX892HO,1,2,0,60
91586203,MI56767,2,1,2,280
26508515,JT34927,2,2,3,50
791663109,4812XSN,0,2,0,300
983238079,DT02097,1,1,0,440
36736569,4021IIB,1,1,2,330
69750524,REDC351,2,2,1,30
599617860,QJT0W31,1,1,3,230
142883463,FVB0180,0,2,4,160
286663872,ZA108WE,2,2,2,10
386953376,GZ609BL,1,1,4,30
934427472,VN37030,2,1,3,240
775008424,VYM2K40,2,2,0,260
881520056,AHZZ569,2,2,1,80
936694897,UXKQ75,0,2,3,110
89223879,QXR4728,0,2,2,60
416874045,GLB1149,2,2,1,190
8576135,NY68283,2,1,1,90
668206834,LS707LT,2,1,2,90
940037757,ULE5G39,0,1,0,200
566514786,2222YWK,2,1,1,320
87262062,UZ91448,0,1,4,290
807717825,TBL3I45,2,1,2,290
901338723,SMV0V07,1,1,3,120
426622696,WAHY39,0,1,4,330
16422309,EQH4C75,1,2,4,450
792112746,ZFC3700,2,2,3,10
955917096,EBRB10,1,2,0,350
559073636,SBNA69,2,2,0,390
638903498,BY169MB,0,2,3,90
37950165,AV091CF,0,2,0,480
745457079,IZZ9P19,1,2,3,90
861766182,KNV1G20,1,2,2,280
672633757,XUSD599,1,1,3,40
361465345,IFA0H52,2,2,0,200
753088590,DBJL37,1,2,4,0
497026512,STY0210,1,1,1,220
256579653,NOL0649,2,1,1,190
616052617,7526CVP,1,2,1,50
878133872,XWNM04,0,1,0,280
64131760,MME6J06,0,1,3,10
841711482,QVZ8043,0,2,0,480
794655517,CZ46399,2,1,2,140
82457495,IC194ST,0,1,2,150
152514158,0808XWB,1,2,3,390
989338203,WRAF087,1,2,0,160
338593655,DL30440,0,1,4,110
184540200,PS58430,0,2,2,220
452382450,3186EWN,0,2,2,230
604908704,ZTBN832,1,1,3,230
460047888,WRK5002,1,1,1,70
209252716,CGD6U80,0,2,3,240
487625378,IE13992,1,1,4,160
623329336,RHDY090,1,1,4,140
10246318,UGM4L55,1,2,1,430
340649757,AQFP45,0,2,3,20
187874885,ON014BP,2,2,2,90
13284523,QUT7R01,0,1,0,60
551136507,TPI4748,0,1,0,120
85293575,GHHM03,1,1,1,480
371384268,YCBR78,2,1,1,480
835325352,OBM7133,1,2,4,460
499976981,OYC0B08,1,1,2,10
252409918,LK860BI,0,1,1,70
645796047,IYPH130,1,1,1,230
11008091,VOHL48,0,1,0,210
343449881,WEJ1090,2,1,3,10
756854979,HC417GB,1,2,3,190
949806313,EF807LC,0,1,0,100
10106046,2434MZK,1,1,3,140
362486361,LSET78,1,1,2,230
298614989,HI800IB,2,2,2,150
289174100,QDIS198,0,2,2,390
69934106,EE677LM,1,1,1,70
412354873,SH15916,1,2,0,0
296125083,RON4W23,1,1,0,470
509646593,AQZQ59,2,1,0,240
149103776,HK46610,1,2,3,490
632590318,SBH2E28,1,2,3,390
342802647,HQ100TV,2,1,4,400
319379444,FLG1026,1,1,0,380
157779523,9051HZG,0,2,3,250
798961828,VTB8195,0,2,3,410
588729859,JHH0H08,1,2,0,270
867884446,SXGG051,2,1,3,380
286443789,3089DYR,1,1,1,360
560656981,LJX2716,1,1,3,470
646616965,YFH4I69,2,2,1,320
985392812,WQH3W25,2,2,0,200
292303322,3983POO,2,2,1,410
908939266,RF05881,2,1,4,140
893931418,LD20009,2,1,1,70
335092863,WNG6Q18,1,1,0,110
948061740,KOP3205,2,1,0,180
413675459,0420LEM,2,1,1,360
986948728,TGR3006,0,2,1,0
416764607,OPWK786,0,1,1,70
260682267,AY56772,2,2,4,120
984101516,KL60086,2,2,2,490
338383520,VK66077,0,1,1,150
781470475,CL274II,1,1,0,30
19103911,PQB2H82,1,2,1,10
438419763,IARL58,1,2,3,370
801187706,SAHH149,1,2,2,100
98256064,PTAW062,1,2,2,70
355680742,GU00042,0,2,3,390
488057480,XSHX303,2,1,0,460
127938447,TMQ9210,1,1,4,190
357106597,CQ85919,1,2,2,280
695694993,0488DIK,0,1,4,160
945442484,VOP6M89,1,2,1,170
251584158,VGP1688,1,1,3,160
547515234,FI310TV,1,1,3,130
25821249,TEZN94,2,1,0,320
64474610,KCSV526,2,2,3,310
534422583,GZ787EX,0,2,2,170
285199249,FYVC56,2,2,0,490
296079082,QO430MS,2,1,3,470
688937158,BIE4008,0,1,3,480
196389574,VJXZ807,1,1,4,330
226801473,WDP2C42,0,2,1,80
646314044,RWFD70,0,2,3,490
919683307,UJV9S51,1,2,3,430
791087886,TUSZ272,2,2,3,430
235376211,7583ENF,1,2,1,350
169025172,YNZT32,2,2,4,480
220017337,BPO7606,0,1,2,310
36971861,PO19483,1,1,3,90
240122321,YO30277,2,2,0,280
493012653,TO258JG,2,2,1,0
338005026,KJ28287,2,2,2,460
747518735,0552ZZH,2,1,0,100
619536945,ZR50338,0,2,1,430
589121557,VIU4H72,0,2,3,160
68654574,YFBR00,2,2,2,440
207406561,OGR9551,2,1,1,330
624304360,UR82048,2,2,1,250
646970727,WE082SC,1,1,4,140
160350976,YENF12,1,2,0,90
190154290,WPJ3Z23,2,1,4,50
241995682,XLH5366,0,2,4,370
457208014,JVD7S16,1,1,3,430
571037286,TMI1F94,1,2,3,330
593826087,4955AEB,1,2,3,10
101258428,0005JAS,1,2,0,30
581828243,HIW2055,0,1,0,360
293074297,UNM7Q29,2,1,4,320
679396215,5936WKH,1,2,3,170
792392351,8342BLC,1,1,2,460
878134909,2038SRI,0,2,1,80
618251992,BQGU75,2,1,1,120
650422563,0614QJT,0,2,4,470
584458075,NRP3700,2,1,0,140
362373442,CVAQ52,1,1,3,200
801605327,KJ87276,1,2,0,360
318332492,AK33587,1,2,1,410
876754654,ID608RC,2,1,3,360
135548779,ZTT0W60,2,1,1,70
785111672,KD193PT,1,1,1,200
376545322,WDMJ73,1,2,4,320
86438781,CFPA07,2,1,1,40
325650449,RQ469AE,0,2,2,440
455361110,7183GJB,1,2,0,290
241474210,DD63846,2,2,1,360
785842345,JN144HX,1,2,3,170
834222189,GT069VE,0,2,1,380
881837428,OTE6Y04,1,2,3,280
251091325,TLNQ80,1,1,1,180
625804080,EPDO168,1,1,1,210
899182235,ZB046BA,2,2,3,210
910119929,LSD0C09,1,1,1,310
396695760,HBC4433,1,2,4,340
753986911,AJT7147,0,1,1,440
334406627,8359BBH,0,1,3,300
974295788,0895XCL,1,2,4,180
881140099,WTQ2Q27,1,2,1,440
869946084,BH958XQ,2,2,0,490
245946789,EDAV69,0,1,1,290
455056641,1400FKZ,0,1,2,400
213378147,FI258OS,2,2,0,60
224297354,SEJN10,2,1,1,190
980220771,BVM2024,2,2,3,10
650665974,GPUG844,0,1,1,90
931080,DVCN56,2,2,1,70
809908315,0094PPO,2,2,4,280
790111477,NU049FV,2,1,3,310
537437529,IDE4562,0,2,1,320
465527905,0033BMR,1,2,0,450
173820974,XECT192,1,2,0,30
397123043,UHN2895,0,2,3,50
309119475,RHM0J32,1,1,4,360
831169605,BU40275,1,2,4,230
469724601,FL034XN,0,2,0,190
356795205,EJF0868,2,1,2,440
626074802,XLE9502,0,1,3,280
99501758,DPFO38,1,1,3,490
321012371,BL88144,1,2,4,130
328195283,LKK8018,1,2,1,130
867470312,IVU9002,2,1,0,440
797288857,TK54550,1,1,0,200
46132015,PCNK02,1,2,3,400
414509013,SM98015,2,1,4,120
707237286,IZ250BI,0,1,0,10
108034923,DMI4U00,0,2,0,440
714650619,EK42371,0,2,3,30
801107101,GKQ6918,2,1,1,390
602687086,LYIQ63,0,1,0,420
197903337,GK33040,1,2,3,280
281753242,BD316MC,2,1,4,120
162775722,AFV3B08,1,2,2,400
230403677,FJ17364,1,2,1,300
818215377,QLCZ087,0,2,3,60
264523450,LALP266,2,2,0,280
771146482,KV36560,2,1,4,330
950078701,ALKQ24,2,1,2,80
76749867,KPL3271,2,2,2,0
